Date,PM25,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,ChangeStrategyOrNot,CityIndex
2015-10-26T00:00:00.000Z,95.22,3,0.74,2.57,11.18,0.84,7.46,48.38,1.01,5.72,210,4,1,1
2015-10-27T00:00:00.000Z,122.14,3.02,0.73,2.57,11.15,1.34,5.66,49.97,1.15,7.58,226,4,1,1
2015-10-28T00:00:00.000Z,81.18,2.98,0.67,2.5,11.17,1.28,5.4,44.62,1.14,5.91,227,4,1,1
2015-10-29T00:00:00.000Z,252.47,3.09,0.64,2.54,11.16,1.08,6,31.4,1.08,4.53,216,4,1,1
2015-10-30T00:00:00.000Z,516.2,3.03,0.62,2.72,10.78,1.09,4.77,38.74,1.05,5.82,487,6,1,1
2015-10-31T00:00:00.000Z,270.21,3.12,0.65,2.57,11.2,0.94,8.98,43.41,1.07,6.22,502,6,1,1
2015-11-07T00:00:00.000Z,86.87,8.71,14.84,21.55,11.96,0.93,11.36,32.53,1.47,11.41,206,4,1,1
2015-11-12T00:00:00.000Z,88.14,11.57,19.56,29.93,11.91,0.61,12.92,34.67,1.31,6.17,275,4,1,1
2015-11-20T00:00:00.000Z,30.44,7.51,6.96,11.27,5.97,0.94,8.51,21.91,0.99,5.15,86,2,0,1
2015-11-21T00:00:00.000Z,38.88,6.34,9.18,13.07,6.83,0.93,8.8,33.12,1.04,5.01,92,2,0,1
2015-11-23T00:00:00.000Z,46.04,3.95,7.92,9.81,9.44,0.76,6.44,40.99,1.24,4.41,97,2,0,1
2015-12-02T00:00:00.000Z,29.53,5.28,10.13,13.79,9.32,0.87,7.72,21.04,1.26,4.59,95,2,0,1
2015-12-03T00:00:00.000Z,45.97,6.86,17.38,23.23,10.45,0.85,7.09,28.81,0.91,4.24,99,2,0,1
2015-12-15T00:00:00.000Z,30.54,5.82,14.83,19.18,10.53,0.89,8.37,32.98,1.22,6.36,100,2,0,1
2015-12-17T00:00:00.000Z,33.48,6.92,12.47,17.9,10.55,0.8,9.02,28.24,1.22,5.43,92,2,0,1
2015-12-18T00:00:00.000Z,36.17,6.98,12.44,17.93,10.46,0.94,8.45,27.24,1.15,6.11,98,2,0,1
2015-12-21T00:00:00.000Z,30.24,3.8,11.64,14.11,10.49,0.6,9.7,28.87,0.82,5.77,93,2,0,1
2015-12-31T00:00:00.000Z,177.62,28.46,25.5,52.22,10.46,1.73,14.74,25.9,2.33,13.33,213,4,1,1
2016-01-01T00:00:00.000Z,232.83,11.17,17.35,26.85,10.58,1.45,8.56,27.64,1.79,9.91,387,5,1,1
2016-01-02T00:00:00.000Z,71.44,8.97,16.6,23.98,10.46,1.15,8.39,38.01,1.48,8.14,211,4,1,1
2016-01-05T00:00:00.000Z,80.83,9.04,16.65,24.06,10.55,1.21,8.87,34.37,1.57,9.39,218,4,1,1
2016-01-06T00:00:00.000Z,109.82,15.06,19.71,33.18,10.53,1.33,8.84,35.03,1.56,8.24,205,4,1,1
2016-01-09T00:00:00.000Z,97.2,21.79,20.69,40.86,10.47,1.26,8.82,46.2,1.47,7.94,228,4,1,1
2016-01-12T00:00:00.000Z,129.67,18.62,22.42,39.3,10.33,1.39,7.62,49.16,1.79,10.55,219,4,1,1
2016-01-13T00:00:00.000Z,103.44,21.74,21.93,42.02,10.43,1.22,10.39,53.34,1.48,10.55,257,4,1,1
2016-01-14T00:00:00.000Z,60.76,6.32,13.38,17.95,10.44,0.91,7.1,69.54,1.11,5.88,216,4,1,1
2016-02-17T00:00:00.000Z,47.56,5.96,12.95,17.52,10.49,0.93,5.36,35.93,0.2,1.82,95,2,0,1
2016-02-19T00:00:00.000Z,44.95,8.82,12.82,20.32,10.57,1.06,4.95,25.76,0.92,5.59,100,2,0,1
2016-02-21T00:00:00.000Z,525.09,16.96,19.14,34.7,10.53,1.57,8.75,37.36,2.16,13.13,442,6,1,1
2016-02-22T00:00:00.000Z,353.58,8.53,16.83,23.94,10.47,1.17,9.43,38.86,1.4,9.8,510,6,1,1
2016-02-23T00:00:00.000Z,65.95,3.32,10.53,12.46,10.46,0.82,7.15,43.44,1.08,5.04,235,4,1,1
2016-02-27T00:00:00.000Z,29.42,5.32,8.1,12.09,10.31,0.87,6.07,24.43,0.75,3.83,100,2,0,1
2016-02-28T00:00:00.000Z,36.27,5.66,9.6,13.87,10.32,0.79,5.97,22.35,0.9,4.51,99,2,0,1
2016-02-29T00:00:00.000Z,33.01,5.84,9.41,13.91,10.39,0.92,5.34,27.62,0.79,4.42,98,2,0,1
2016-03-07T00:00:00.000Z,38.93,5.41,8.1,12.18,10.3,0.77,5.48,40.82,0.74,3.34,100,2,0,1
2016-03-08T00:00:00.000Z,41.44,5.62,9.64,13.89,10.33,0.75,5.85,38.46,0.71,3.85,98,2,0,1
2016-03-19T00:00:00.000Z,52.53,4.46,2.57,4.54,9.14,1.01,4.48,45.44,1.19,5.25,95,2,0,1
2016-03-31T00:00:00.000Z,43.84,3.5,10.39,12.31,10.31,0.66,4.58,42.02,0.69,3.52,92,2,0,1
2016-04-08T00:00:00.000Z,31.46,5.28,35.11,23.23,20.01,0.8,4.88,47.55,0.91,4.38,88,2,0,1
2016-04-09T00:00:00.000Z,31.88,7.2,32.42,21.16,19.59,0.87,4.28,35.94,0.89,3.84,77,2,0,1
2016-04-10T00:00:00.000Z,28.04,6.76,34.6,21.91,17.59,0.82,6.37,40.03,0.88,5.14,79,2,0,1
2016-04-11T00:00:00.000Z,46.8,7.67,34.5,28.29,18.48,1.24,3.38,44.25,0.83,4.09,99,2,0,1
2016-04-22T00:00:00.000Z,41.99,11.78,41,28.75,22.04,1.06,6.03,40.99,1.16,6.37,100,2,0,1
2016-04-29T00:00:00.000Z,40.1,8.83,32.79,28.28,33.59,0.48,6.71,31.34,0.44,3.01,99,2,0,1
2016-04-30T00:00:00.000Z,33.33,8.73,31.35,28.66,33.19,0.47,7.87,47.78,0.36,2.41,100,2,0,1
2016-05-04T00:00:00.000Z,30.1,6.46,20.72,18.45,44.38,0.38,5.1,49.45,0.25,1.88,92,2,0,1
2016-05-05T00:00:00.000Z,29.22,10.85,29.21,27.98,28.44,0.39,10.13,41.7,0.38,2.1,67,2,0,1
2016-05-06T00:00:00.000Z,60.88,9.09,44.45,33.89,48.05,0.7,1.15,26.27,0.38,1.19,72,2,0,1
2016-05-07T00:00:00.000Z,89.48,18.33,59.85,47.12,59.64,1.08,2.75,34.35,0.5,0.55,90,2,0,1
2016-05-15T00:00:00.000Z,31.02,6.5,25,20.89,28.73,0.82,5.39,29.69,0.34,1.9,95,2,0,1
2016-05-16T00:00:00.000Z,28.39,8.82,29.68,25.85,27.59,0.79,4.71,31.52,0.32,2.11,92,2,0,1
2016-05-17T00:00:00.000Z,23.03,7.53,28.72,23.51,31.26,0.69,9.34,22.35,0.29,1.88,83,2,0,1
2016-05-18T00:00:00.000Z,29.65,9.35,28.29,25.18,29.08,0.84,7.27,23.33,0.3,1.97,84,2,0,1
2016-05-19T00:00:00.000Z,34.57,6.07,26.2,22.43,26.92,0.65,6.7,22,0.22,1.58,86,2,0,1
2016-05-20T00:00:00.000Z,29.56,8.71,19.21,19.22,39.66,0.6,3.26,32.38,0.18,0.69,92,2,0,1
2016-05-22T00:00:00.000Z,34.45,8.08,22.97,22.12,22.35,0.67,5.71,18.1,0.33,2.46,93,2,0,1
2016-05-23T00:00:00.000Z,30.51,5.61,22.26,19.54,20.06,0.58,5.2,18.19,0.11,0.83,95,2,0,1
2016-05-24T00:00:00.000Z,31.95,9.64,24.79,25.28,20.42,0.63,5.62,20.13,0.15,1.27,87,2,0,1
2016-05-27T00:00:00.000Z,26.64,6.44,19.09,18.62,18.67,0.51,5.22,28.01,0.09,0.68,85,2,0,1
2016-05-28T00:00:00.000Z,25.43,5.24,20.32,17.85,19.2,0.53,6,29.17,0.12,0.78,80,2,0,1
2016-05-29T00:00:00.000Z,26.04,5.44,21.04,18.29,18.94,0.57,5.33,27.41,0.28,1.54,85,2,0,1
2016-08-09T00:00:00.000Z,8.86,6.5,8.99,15.02,12.11,0.68,6.51,10.1,0.1,0.56,86,2,0,1
2016-08-10T00:00:00.000Z,9.41,4.83,8.64,11.86,12.28,0.45,6.92,9.76,0.07,0.46,84,2,0,1
2016-08-11T00:00:00.000Z,7.81,5.34,9.11,10.68,11.83,0.44,6.2,9.13,0.09,0.55,63,2,0,1
2016-09-02T00:00:00.000Z,6.31,10.71,44.71,13.01,31.07,0.39,7.71,13.53,0.06,0.85,87,2,0,1
2016-09-03T00:00:00.000Z,10.4,13.23,57.09,17.23,15.31,0.45,10.59,14.46,0.06,0.49,78,2,0,1
2016-09-04T00:00:00.000Z,23,6.93,46.21,3.46,44.05,0.07,3.71,14.74,0.01,0.04,49,1,0,1
2016-09-06T00:00:00.000Z,28.28,14.82,74.51,18.74,36.24,0.27,16.38,14.26,0.08,1.3,85,2,0,1
2016-09-07T00:00:00.000Z,37.15,17.64,84.52,27.1,32.48,0.39,8.3,13.15,0.26,4.77,97,2,0,1
2016-09-08T00:00:00.000Z,25,16.61,78.74,16.86,27.66,0.2,12.95,15.26,0.09,1.79,93,2,0,1
2016-09-10T00:00:00.000Z,37.09,12.5,78.98,26.06,22.62,0.37,13.91,15.02,0.1,1.9,92,2,0,1
2016-09-11T00:00:00.000Z,24.59,13.43,70.69,22.2,26.24,0.32,4.45,16.52,0.1,0.74,66,2,0,1
2016-09-12T00:00:00.000Z,30.49,11.8,59.25,20.74,16.75,0.28,12.54,15.39,0.08,1.34,65,2,0,1
2016-09-13T00:00:00.000Z,23.2,10.21,42.07,14.05,19.98,0.31,9.58,22.48,0.08,0.78,66,2,0,1
2016-09-14T00:00:00.000Z,23.25,10.27,42.44,14.15,12.34,0.13,12.68,21.14,0.06,0.95,55,2,0,1
2016-09-15T00:00:00.000Z,15.79,12.37,46.68,15.99,15.62,0.15,11.29,18.76,0.1,1.52,70,2,0,1
2016-09-16T00:00:00.000Z,10.75,9.73,35,7.61,38.51,0.27,2.6,8.26,0.03,0.21,59,2,0,1
2016-09-20T00:00:00.000Z,9.93,8.85,31.44,11.36,6.56,0.25,1.98,24.77,0.05,0.22,62,2,0,1
2016-09-21T00:00:00.000Z,17.82,10.85,38.08,19.18,16.51,0.11,2.83,21.43,0.1,0.72,52,2,0,1
2016-09-22T00:00:00.000Z,13.08,10.23,37.98,11.32,9.41,0.1,4.39,26.59,0.04,0.7,52,2,0,1
2016-09-23T00:00:00.000Z,7,9.66,43.87,3.57,28.86,0.09,15.62,17.76,0.02,0.11,34,1,0,1
2016-09-25T00:00:00.000Z,21.28,10.08,43.64,10.2,31.24,0.17,4.1,21.7,0.05,0.3,66,2,0,1
2016-09-26T00:00:00.000Z,31.01,14.44,49.62,15.21,32.74,0.24,16.22,21.89,0.1,3.15,82,2,0,1
2016-09-27T00:00:00.000Z,33.84,11.69,51.19,16.1,18.67,0.3,7.71,23.63,0.11,3.73,78,2,0,1
2016-09-28T00:00:00.000Z,42.99,12.46,57.36,17.01,12.5,0.11,9.43,25.64,0.11,3.79,86,2,0,1
2016-09-29T00:00:00.000Z,39.5,8.76,53.2,15.5,16.89,0.17,7.08,27.93,0.08,1.92,100,2,0,1
2016-10-01T00:00:00.000Z,16.68,9.57,42.12,20.85,25.01,0.24,8.03,29.57,0.08,1.2,70,2,0,1
2016-10-02T00:00:00.000Z,13.57,9.42,41.65,12.52,19.43,0.11,2.73,30.28,0.05,0.29,55,2,0,1
2016-10-03T00:00:00.000Z,12.72,7.59,26.93,7.84,17.95,0.19,9.91,25.02,0.02,0.11,72,2,0,1
2016-10-04T00:00:00.000Z,11.98,9.57,42.12,13.8,9,0.03,6.74,22.95,0.03,0.11,47,1,0,1
2016-10-05T00:00:00.000Z,9.83,10.92,35.58,12.75,12.28,0.07,5.53,23.2,0.02,0.09,73,2,0,1
2016-10-06T00:00:00.000Z,15.29,13.83,47.47,16.72,14.01,0.1,6.85,20.62,0.02,0.2,56,2,0,1
2016-10-07T00:00:00.000Z,15.45,10.46,40.95,13.83,10.52,0.2,6.22,23.05,0.01,0.17,63,2,0,1
2016-10-08T00:00:00.000Z,16.38,10.7,39.15,12.18,11.07,0.08,3.2,22.36,0.01,0.21,55,2,0,1
2016-10-09T00:00:00.000Z,12.88,11.5,45.99,3.87,11.22,0.05,1.55,30.7,0,0.06,65,2,0,1
2016-10-14T00:00:00.000Z,44.48,10.91,73.13,21.83,31.36,0.62,22.54,33.44,0.53,6.69,97,2,0,1
2016-10-15T00:00:00.000Z,45.06,8.9,61.79,15.27,27.21,0.59,15.96,38.65,0.22,4.61,97,2,0,1
2016-10-17T00:00:00.000Z,54.95,26.16,87.44,31.02,28.7,0.53,23.06,26.69,0.47,9.19,100,2,0,1
2016-10-18T00:00:00.000Z,60.17,21.31,92.33,29.15,26.25,0.59,27.92,25.99,0.17,3.61,97,2,0,1
2016-11-22T00:00:00.000Z,60.32,11.87,65.82,15.22,38.16,0.5,31.34,42.62,0.02,0.49,98,2,0,1
2016-11-30T00:00:00.000Z,58.98,12.12,72,14.58,41.11,0.43,37.54,44.92,0.02,0.34,100,2,0,1
2016-12-02T00:00:00.000Z,61.32,11.19,54.28,5.18,35.72,0.17,35.08,38.95,0.01,0.08,96,2,0,1
2016-12-04T00:00:00.000Z,59.44,12.66,40.89,14.51,21.32,0.41,20.04,32.84,0.04,0.12,94,2,0,1
2016-12-14T00:00:00.000Z,44.66,9.33,27.18,5.73,19.33,0.28,7.84,36.95,0.01,0.05,82,2,0,1
2016-12-15T00:00:00.000Z,57.33,22.06,49.45,7.32,26.91,0.25,13.93,27.81,0.02,0.31,96,2,0,1
2016-12-18T00:00:00.000Z,54.74,11.85,62.77,12.93,36.11,0.33,38.49,40.87,0.07,1.32,96,2,0,1
2016-12-27T00:00:00.000Z,54.32,9.02,69.63,25.52,34.58,0.74,42.58,49.14,0.2,3.11,95,2,0,1
2017-01-04T00:00:00.000Z,116.03,12.2,58.2,12.48,26.16,0.15,37.31,56.42,0.04,0.99,215,4,1,1
2017-01-05T00:00:00.000Z,96.21,10.97,57.6,13.18,36.67,0,25.88,45.66,0.06,1.2,276,4,1,1
2017-01-09T00:00:00.000Z,51.67,10.08,30.24,11.37,13.47,0,3.56,60.3,0.02,0.17,96,2,0,1
2017-01-10T00:00:00.000Z,61.42,7.05,36.21,8.33,11.94,0,6.6,53.49,0.03,0.29,98,2,0,1
2017-01-12T00:00:00.000Z,115.47,11.78,55.94,13.1,30.92,0,55.61,51.68,0.08,1.87,236,4,1,1
2017-01-13T00:00:00.000Z,108.41,10.43,49.01,11.51,26.15,0,16.8,43.54,0.06,0.94,281,4,1,1
2017-01-27T00:00:00.000Z,56.14,9.47,41.9,10.18,15.15,0,7.88,51.86,0,0.1,100,2,0,1
2017-03-15T00:00:00.000Z,21.27,8.25,18.26,6.57,13.73,0.11,7.85,41.95,0.04,0.66,95,2,0,1
2017-03-16T00:00:00.000Z,27.44,9.18,24.38,8.05,12.84,0.11,7.14,42.8,0.04,0.91,76,2,0,1
2017-03-17T00:00:00.000Z,54.73,12.86,45.98,14.49,21.57,0.16,17.35,39.39,0.19,2.51,97,2,0,1
2017-04-06T00:00:00.000Z,44.33,6.25,36.95,9.88,20.89,0.16,9.13,39.14,0.1,0.98,92,2,0,1
2017-04-30T00:00:00.000Z,24.73,6.14,25.71,8.76,25.94,0.1,11.4,55.85,0.06,0.94,99,2,0,1
2017-05-01T00:00:00.000Z,24.54,6.44,26.4,8.54,26.54,0.09,11.13,45.05,0.09,1.48,99,2,0,1
2017-05-12T00:00:00.000Z,34.8,5,36.6,11.62,23.81,0.15,4.51,53.61,0.03,0.61,86,2,0,1
2017-05-13T00:00:00.000Z,36.41,5.08,38.77,11.38,25.46,0.14,5.92,45.63,0.04,0.71,84,2,0,1
2017-05-15T00:00:00.000Z,35.14,4.56,30.94,9.21,21.58,0.11,6.38,49.94,0.05,0.55,85,2,0,1
2017-05-16T00:00:00.000Z,37.13,4.59,41.07,12.57,18.27,0.11,9.81,37.77,0.03,0.72,98,2,0,1
2017-05-28T00:00:00.000Z,26.35,4.26,35.91,8.8,27.27,0.09,6.47,53.11,0.04,0.51,93,2,0,1
2017-05-29T00:00:00.000Z,19.02,4.92,42.99,10.09,28.57,0.06,5.75,41.03,0.06,0.44,76,2,0,1
2017-05-30T00:00:00.000Z,17.31,14.07,46.38,14.55,15.98,0.06,10.87,36.63,0.02,0.43,82,2,0,1
2017-05-31T00:00:00.000Z,11.35,7.79,22.84,7.79,11.42,0.05,2.78,45.72,0,0.21,80,2,0,1
2017-06-01T00:00:00.000Z,10.04,8.94,25.83,9.14,9.9,0.06,1.66,48.75,0,0.19,79,2,0,1
2017-06-04T00:00:00.000Z,14.36,9.13,24.08,8.73,20.08,0.08,4.09,46.26,0.01,0.5,84,2,0,1
2017-06-06T00:00:00.000Z,17.77,7.71,21.89,6.76,17.36,0.09,4.06,54.65,0.02,0.46,97,2,0,1
2017-06-07T00:00:00.000Z,12.3,6.91,11.7,4.45,11.75,0.07,3.66,48.45,0.01,0.34,74,2,0,1
2017-06-08T00:00:00.000Z,11.78,8.21,19.22,8.56,17.27,0.08,2.68,36.3,0.01,0.27,67,2,0,1
2017-06-09T00:00:00.000Z,17.05,4.9,20.03,7.59,20.71,0.08,5.5,33.48,0.31,1.4,69,2,0,1
2017-06-10T00:00:00.000Z,7.84,8.48,15.62,8.61,25.87,0.1,3.68,36.93,0.39,4.21,68,2,0,1
2017-06-11T00:00:00.000Z,7.85,8.52,15.56,7.49,14.78,0.09,2.04,27.75,0,0.73,61,2,0,1
2017-06-12T00:00:00.000Z,5.56,8.02,8.47,5.4,11.35,0.07,3.57,27.08,0,0.84,50,1,0,1
2017-06-13T00:00:00.000Z,6.92,6.55,17.19,11.45,8.59,0.13,4.03,42.25,0.07,1.15,63,2,0,1
2017-06-14T00:00:00.000Z,19.65,7.29,16.5,8.82,8.01,0.25,3.87,54.73,0.07,0.76,84,2,0,1
2017-06-15T00:00:00.000Z,13.54,7.07,18.12,8.71,6.99,0.21,3.98,48.18,0.08,1.18,75,2,0,1
2017-06-16T00:00:00.000Z,9.71,7.47,14.66,7.72,8.52,0.19,3.1,50.2,0.03,0.95,72,2,0,1
2017-06-17T00:00:00.000Z,13.07,7.13,16.86,8.45,5.11,0.23,4.67,52.04,0.05,0.68,94,2,0,1
2017-06-18T00:00:00.000Z,12.88,7.04,15.24,6.91,4.9,0.17,4.33,54.45,0.06,0.9,86,2,0,1
2017-06-19T00:00:00.000Z,7.61,7.27,11.6,5.97,9.89,0.17,3.95,40.17,0.02,0.58,82,2,0,1
2017-06-20T00:00:00.000Z,7.38,7.42,12.26,6.26,5.71,0.14,3.67,39.37,0,0.3,83,2,0,1
2017-06-21T00:00:00.000Z,8.66,7.47,14.39,6.86,4.72,0.14,11.12,37.42,0,0.27,70,2,0,1
2017-06-22T00:00:00.000Z,11.4,11.21,18,9.3,4.94,0.16,4.17,27.54,0.12,1.53,59,2,0,1
2017-06-23T00:00:00.000Z,11.48,8.5,15.64,8.41,5.32,0.18,5.22,29.81,0.08,1.11,67,2,0,1
2017-06-24T00:00:00.000Z,10.85,9.06,11.31,6.69,4.9,0.16,5.26,34.33,0,0.37,63,2,0,1
2017-06-25T00:00:00.000Z,11.81,7.56,13.1,6.56,4.48,0.15,5.17,35.59,0.07,0.54,60,2,0,1
2017-06-26T00:00:00.000Z,11.79,7.45,10.8,5.9,4.3,0.14,5.22,33.43,0,0.18,63,2,0,1
2017-06-27T00:00:00.000Z,11.82,7.7,11.63,5.34,3.92,0.09,5.31,31.88,0,0.22,53,2,0,1
2017-06-28T00:00:00.000Z,8.84,6.69,14.13,5.9,3.78,0.09,13.04,31.16,0,0.27,60,2,0,1
2017-06-29T00:00:00.000Z,10.38,7.44,12.42,6.26,3.53,0.18,5.66,32.42,0.02,0.24,62,2,0,1
2017-06-30T00:00:00.000Z,13.08,7.23,11.15,5.9,3.45,0.14,5.22,33.21,0.14,0.58,61,2,0,1
2017-07-01T00:00:00.000Z,10.98,8.77,12.28,6.83,3.54,0.14,3.86,32.5,0.06,0.35,63,2,0,1
2017-07-02T00:00:00.000Z,9.75,7.21,11.87,6.08,3.36,0.13,6.13,31.55,0.03,0.34,66,2,0,1
2017-07-03T00:00:00.000Z,11.8,12.34,13.33,9.32,3.46,0.17,6.91,32.11,0.1,0.52,66,2,0,1
2017-07-04T00:00:00.000Z,15.53,7.46,13.28,6.56,3.57,0.15,13.54,29.3,0.07,0.45,57,2,0,1
2017-07-05T00:00:00.000Z,10.4,7.39,12.88,6.43,3.23,0.16,13.72,30.35,0.1,0.69,58,2,0,1
2017-07-06T00:00:00.000Z,14.66,7.62,14.12,6.91,3.63,0.18,7.07,29.56,0.24,1.26,57,2,0,1
2017-07-07T00:00:00.000Z,14.77,8.25,16.09,7.86,4.21,0.17,5.99,30.48,0.25,1.33,63,2,0,1
2017-07-08T00:00:00.000Z,18.19,7.48,15.37,7.12,5,0.15,6.05,34.11,0.18,1.26,66,2,0,1
2017-07-09T00:00:00.000Z,18.1,7.34,14.82,6.92,4.05,0.16,6.71,32.87,0.12,1.01,61,2,0,1
2017-07-10T00:00:00.000Z,15,7.91,17.03,7.62,8.73,0.19,7.42,29.39,0.38,1.83,60,2,0,1
2017-07-11T00:00:00.000Z,19.31,8.31,16.31,7.71,4.66,0.16,6.56,26.9,0.44,2.66,60,2,0,1
2017-07-12T00:00:00.000Z,14.29,7.8,15.3,7.23,5.08,0.15,5.86,29.41,0.27,2.28,66,2,0,1
2017-07-13T00:00:00.000Z,14.49,7.93,12.53,6.55,4.91,0.17,5.98,28.55,0.17,1.95,58,2,0,1
2017-07-14T00:00:00.000Z,13.9,8.34,13.56,6.99,4.76,0.14,5.01,27.6,0.09,1.21,53,2,0,1
2017-07-15T00:00:00.000Z,16.53,7.95,11.48,6.15,6.42,0.14,6.85,29.24,0.01,0.46,74,2,0,1
2017-07-16T00:00:00.000Z,10.24,6.76,8.45,4.41,25.84,0.17,6.48,34.63,0.01,0.76,86,2,0,1
2017-07-17T00:00:00.000Z,10.78,6.78,12.06,5.95,18.71,0.16,4.3,31.84,0.24,4,93,2,0,1
2017-07-18T00:00:00.000Z,8.48,5.28,10.62,4.97,5.02,0.15,2.97,26.27,0.04,0.47,47,1,0,1
2017-07-19T00:00:00.000Z,5.72,5.47,12.4,5.52,4.38,0.15,3.27,25,0.05,0.46,46,1,0,1
2017-07-20T00:00:00.000Z,6.54,5.06,9.5,4.58,4.54,0.14,3.09,26.17,0.03,0.58,48,1,0,1
2017-07-21T00:00:00.000Z,10.83,5.01,9.71,4.57,4.26,0.15,4.23,28.25,0.03,1,50,1,0,1
2017-07-22T00:00:00.000Z,13.37,3.28,10.08,4.21,4.02,0.15,5.05,29.49,0.01,0.49,55,2,0,1
2017-07-23T00:00:00.000Z,15.97,4.89,11.72,5.1,3.86,0.15,2.96,31.42,0.01,0.37,71,2,0,1
2017-07-24T00:00:00.000Z,15.62,5.29,12.84,5.46,6.52,0.15,4.5,29.9,0.04,0.69,65,2,0,1
2017-07-25T00:00:00.000Z,14.04,5.28,10.9,5.85,10.26,0.17,4.66,25.83,0.02,0.87,55,2,0,1
2017-07-26T00:00:00.000Z,16.55,4.27,12.98,5.39,8.11,0.18,4.65,28.42,0.05,0.95,62,2,0,1
2017-07-27T00:00:00.000Z,14.43,5.51,13.97,5.99,4.87,0.16,6.12,28.62,0.04,0.88,60,2,0,1
2017-07-28T00:00:00.000Z,12.62,9.44,14.04,7.7,5.12,0.17,3.6,26.67,0.1,0.96,56,2,0,1
2017-07-29T00:00:00.000Z,15.28,7.99,14.93,8.08,4.83,0.17,4.23,29.08,0.26,1.63,55,2,0,1
2017-07-30T00:00:00.000Z,17.5,8.1,16.64,9.26,5.66,0.2,5.83,27.97,0.42,3.43,63,2,0,1
2017-07-31T00:00:00.000Z,17.42,7.22,18.87,10.08,5.48,0.21,5.04,28.83,0.97,5.05,69,2,0,1
2017-08-01T00:00:00.000Z,16.85,6.08,17,8.77,5.26,0.21,5.57,27.81,0.34,4.08,60,2,0,1
2017-08-02T00:00:00.000Z,16.78,5.31,13.74,5.93,5.69,0.2,10.67,26.03,0.28,2.23,61,2,0,1
2017-08-03T00:00:00.000Z,11.79,5.24,10.34,4.8,8.63,0.17,5.77,22.38,0.09,1.32,51,2,0,1
2017-08-04T00:00:00.000Z,13.35,8.9,18.12,8.43,7.5,0.17,5.55,24.55,0.38,1.86,49,1,0,1
2017-08-05T00:00:00.000Z,20.34,8.67,20.12,8.91,7.81,0.18,6.57,27.34,0.4,3.04,67,2,0,1
2017-08-06T00:00:00.000Z,23.03,8.85,22.47,9.57,8.34,0.17,14.85,28.27,0.38,2.36,75,2,0,1
2017-08-07T00:00:00.000Z,26.22,9.46,21.64,9.62,8.4,0.23,4.69,25.05,1.45,6.23,90,2,0,1
2017-08-08T00:00:00.000Z,24.87,9.91,19.65,8.13,11.54,0.22,6.76,24.75,2.01,8.55,83,2,0,1
2017-08-09T00:00:00.000Z,20.47,8.32,16.75,6.94,8.63,0.27,3.85,25.82,1.43,7.29,80,2,0,1
2017-08-10T00:00:00.000Z,14.91,7.46,11.51,5.8,7.58,0.19,5.41,23.33,0.4,2.62,71,2,0,1
2017-08-11T00:00:00.000Z,17.76,11.98,15.61,9.04,6.9,0.24,6.22,32.72,0.63,3.36,65,2,0,1
2017-08-12T00:00:00.000Z,15.1,9.48,14.19,8.64,6.12,0.25,5.1,32.06,0.28,1.92,67,2,0,1
2017-08-13T00:00:00.000Z,17.08,9.71,15.64,9.5,6.28,0.22,4.33,26.67,0.54,2.16,55,2,0,1
2017-08-14T00:00:00.000Z,20.36,8.48,14.29,7.96,6.99,0.23,5.62,29.5,0.79,4.63,60,2,0,1
2017-08-15T00:00:00.000Z,16.4,8.25,13.37,8.5,4.82,0.22,5.23,28.81,0.64,4.55,58,2,0,1
2017-08-16T00:00:00.000Z,20.12,7.78,12.73,6.88,4.92,0.18,4.97,32.41,0.41,2.13,63,2,0,1
2017-08-17T00:00:00.000Z,21.77,7.96,15.13,7.23,6,0.17,5.32,32.76,0.37,2.16,70,2,0,1
2017-08-18T00:00:00.000Z,26.6,8.15,16.09,7.37,5.61,0.17,4.95,29.62,0.37,2.31,85,2,0,1
2017-08-19T00:00:00.000Z,17.35,7.61,11.78,5.8,5.09,0.12,4.84,32.33,0.05,0.82,65,2,0,1
2017-08-20T00:00:00.000Z,7.42,6.9,8.85,5.15,4.45,0.15,4.18,37.5,0,0.4,59,2,0,1
2017-08-21T00:00:00.000Z,10.89,5.41,11.31,5.21,4.27,0.16,4.88,38.36,0.09,0.91,62,2,0,1
2017-08-22T00:00:00.000Z,12.56,10.15,15.13,8.15,4.52,0.19,6.04,31.68,0.31,1.7,60,2,0,1
2017-08-23T00:00:00.000Z,15.41,9.06,16.07,7.95,4.72,0.16,5.01,31.8,0.42,2.09,62,2,0,1
2017-08-24T00:00:00.000Z,23.63,6.7,17.43,7.09,5.14,0.21,4.59,31.39,0.55,2.48,72,2,0,1
2017-08-25T00:00:00.000Z,13.53,7.91,11.42,6.48,8.07,0.18,3.8,33.12,0.23,2.48,72,2,0,1
2017-08-26T00:00:00.000Z,11.58,7.99,9.53,6.55,9.01,0.12,3.99,31.66,0.14,1.79,55,2,0,1
2017-08-27T00:00:00.000Z,13.1,7.64,10.5,5.99,6.07,0.17,4.87,30.92,0.27,2.44,52,2,0,1
2017-08-28T00:00:00.000Z,8.26,7.31,9.12,5.48,6.84,0.17,4.25,31.84,0.11,1.02,56,2,0,1
2017-08-29T00:00:00.000Z,6.57,7.4,9.26,5.74,6.45,0.12,4.4,35.24,0.05,1.07,56,2,0,1
