Date,PM25,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,ChangeStrategyOrNot,CityIndex
2018-11-06T00:00:00.000Z,23.22,20.42,39.56,37.74,2.15,0.89,10.33,21.33,0.01,0.11,86,2,0,5
2018-11-07T00:00:00.000Z,28.39,11.5,45.23,33.61,0.3,1.04,10.36,35.14,0.01,0.05,70,2,0,5
2018-11-17T00:00:00.000Z,16.21,13.93,43.42,34.5,8.82,0.87,7.51,17.51,0.01,0.07,64,2,0,5
2018-11-18T00:00:00.000Z,19.48,14.56,35.92,30.95,10.76,0.84,7.49,15.47,0.01,0.07,56,2,0,5
2018-11-19T00:00:00.000Z,26.8,5.44,38.81,25.15,9.87,1.03,9.65,22.63,0,0.04,80,2,0,5
2018-11-20T00:00:00.000Z,48.35,3.87,38.27,23.58,10.18,1.07,12.15,35.86,0,0.04,88,2,0,5
2018-11-28T00:00:00.000Z,80.96,4.73,89.01,51.18,2.95,1.51,15.71,41.41,0.12,0.26,215,4,1,5
2018-12-05T00:00:00.000Z,89.63,4.32,76.89,44.42,10.9,1.6,14.31,32.5,0.1,0.21,245,4,1,5
2018-12-07T00:00:00.000Z,100.1,4.45,92.4,52.76,6.31,0.76,10.86,27.99,0.1,0.11,209,4,1,5
2018-12-08T00:00:00.000Z,110.12,5.15,92.9,53.61,8.66,1.37,11.12,33.26,0.1,0.05,256,4,1,5
2018-12-09T00:00:00.000Z,111.21,4.42,76.7,44.4,10.99,1.47,10.17,31.17,0.06,0.06,266,4,1,5
2018-12-10T00:00:00.000Z,107.24,5.85,72.27,43.16,13.91,1.14,9.58,28.5,0.09,0.04,276,4,1,5
2018-12-11T00:00:00.000Z,89.07,5.59,72.19,42.93,17.31,1.23,11.7,29.51,0.07,0.05,218,4,1,5
2018-12-12T00:00:00.000Z,93.1,5.46,77.58,45.71,16.59,0.97,13.75,33.59,0.1,0.11,206,4,1,5
2018-12-15T00:00:00.000Z,96.57,3.33,57.77,33.44,18.28,1.1,23.81,39.75,0.11,0.11,217,4,1,5
2018-12-16T00:00:00.000Z,78.15,3.6,50.62,29.86,20.78,0.96,23.87,26.46,0.07,0.15,211,4,1,5
2018-12-17T00:00:00.000Z,19.26,2,30.38,17.79,21.15,0.7,10.94,18.91,0,0,90,2,0,5
2018-12-18T00:00:00.000Z,10.89,2.2,28.6,17.01,22.45,0.45,12.41,17.5,0,0,49,1,0,5
2018-12-19T00:00:00.000Z,16.38,4.77,39.69,24.99,23.12,0.67,44.59,19.12,0,0.01,46,1,0,5
2018-12-21T00:00:00.000Z,48.88,6.61,63.12,38.95,19.24,0.94,29.45,23.97,0.06,0.16,81,2,0,5
2018-12-22T00:00:00.000Z,55.24,3.65,55.65,32.57,17.93,1.17,13.62,27.34,0.07,0.15,89,2,0,5
2018-12-25T00:00:00.000Z,92.72,13.43,77.45,52.11,19.49,1.16,20.19,24.79,0.1,0.22,221,4,1,5
2018-12-30T00:00:00.000Z,95.18,4.57,76.4,44.35,15.29,1.34,33.25,30.68,0.1,0.36,202,4,1,5
2019-01-02T00:00:00.000Z,109.97,13.93,124.57,77.59,10.65,1.38,48.92,30.25,0.11,0.25,210,4,1,5
2019-01-03T00:00:00.000Z,139.38,35.59,140.17,103.49,8.7,1.24,42.26,20.87,0.13,0.58,304,5,1,5
2019-01-04T00:00:00.000Z,126.47,9.48,106.1,64.14,9.27,1.43,15.29,26.24,0.12,0.25,312,5,1,5
2019-01-05T00:00:00.000Z,127.94,6.73,92.41,54.63,11.1,1.33,15.9,28.51,0.11,0.31,304,5,1,5
2019-01-06T00:00:00.000Z,126.66,9.63,94.51,58.1,13.66,1.45,11.75,26.07,0.12,0.22,306,5,1,5
2019-01-07T00:00:00.000Z,121.47,17.24,103.31,68.98,13.63,1.5,16.53,24.55,0.12,0.31,302,5,1,5
2019-01-08T00:00:00.000Z,118.17,36.87,121.38,94.54,11.21,1.25,39.68,21.18,0.1,0.25,298,4,1,5
2019-01-09T00:00:00.000Z,97.45,12.68,121.94,75.16,10.39,0.86,66.39,27.23,0.09,0.16,274,4,1,5
2019-01-10T00:00:00.000Z,115.23,14.96,113.39,72.47,7.38,0.78,9.43,20.07,0.11,0.23,270,4,1,5
2019-01-11T00:00:00.000Z,121.81,11.17,100.16,62.36,8.62,0.96,10.56,24.73,0.1,0.15,302,5,1,5
2019-01-12T00:00:00.000Z,99.69,5.83,71.61,42.84,15.19,0.5,10.52,24.22,0.08,0.08,257,4,1,5
2019-01-13T00:00:00.000Z,92.66,4.86,57.32,34.44,17.36,0.64,12.33,25.51,0.07,0.18,212,4,1,5
2019-01-14T00:00:00.000Z,116.99,2.91,58.43,33.44,17.38,0.44,12.91,26.84,0.1,0.12,256,4,1,5
2019-01-15T00:00:00.000Z,120.33,5.68,60.37,36.74,17.46,1.02,26.39,21.83,0.08,0.14,301,5,1,5
2019-01-16T00:00:00.000Z,108.43,3.49,50.62,29.77,17.97,0.7,6.49,24.73,0.08,0.13,274,4,1,5
2019-01-17T00:00:00.000Z,118,3.46,58.6,33.99,16.97,0.82,13.73,24.69,0.1,0.18,262,4,1,5
2019-01-18T00:00:00.000Z,107.94,5.64,63.17,38.2,18.79,0.8,26.75,21.59,0.08,0.15,287,4,1,5
2019-01-19T00:00:00.000Z,108.34,13.44,61.22,43.49,22.53,0.72,11.71,23.64,0.09,0.13,262,4,1,5
2019-01-20T00:00:00.000Z,96.45,17.23,71.77,52.18,17.22,0.91,16,22.52,0.07,0.11,242,4,1,5
2019-01-21T00:00:00.000Z,90.25,7.53,64.26,40.3,18.38,0.55,14.8,25.31,0.06,0.09,204,4,1,5
2019-01-22T00:00:00.000Z,100.34,20.01,60.14,48.26,20.43,0.85,13.57,24.82,0.06,0.08,230,4,1,5
2019-01-25T00:00:00.000Z,34.51,3.87,38.2,23.52,21.38,0.72,12.19,17.24,0.02,0.01,96,2,0,5
2019-01-26T00:00:00.000Z,15.12,2.65,22.75,14.26,22.92,0.38,8.37,19.39,0,0.02,56,2,0,5
2019-01-27T00:00:00.000Z,27.25,2.38,27.55,16.59,22.29,0.44,11.04,19.68,0.02,0.06,48,1,0,5
2019-01-28T00:00:00.000Z,51.67,5.29,55.79,34.06,17.58,1.28,15.66,20.15,0.06,0.12,91,2,0,5
2019-01-29T00:00:00.000Z,54.24,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05,96,2,0,5
2019-02-16T00:00:00.000Z,33.9,2.59,15.97,10.54,14.52,0.55,7.78,32.91,0,0.01,87,2,0,5
2019-02-17T00:00:00.000Z,31.75,1.38,13.31,8.16,12.92,0.54,13.52,27.85,0,0.01,58,2,0,5
2019-02-18T00:00:00.000Z,34.8,7.55,17.35,15.37,10.31,0.59,12.99,24.83,0,0,74,2,0,5
2019-02-19T00:00:00.000Z,32.07,8.59,17.16,16.19,11.98,0.72,10.51,19.85,0,0,90,2,0,5
2019-02-20T00:00:00.000Z,30.32,7.19,15.26,14.04,9.84,0.58,10.5,24.21,0,0.01,61,2,0,5
2019-02-21T00:00:00.000Z,38.35,18.66,21.18,26.51,9.69,0.72,8.3,27.25,0,0.04,96,2,0,5
2019-02-22T00:00:00.000Z,36.92,26.53,25.18,35.05,10.43,0.64,14.78,30.4,0,0.04,96,2,0,5
2019-02-25T00:00:00.000Z,33.88,3.59,18.86,13.05,14.69,0.51,13.5,30.89,0,0.01,95,2,0,5
2019-02-26T00:00:00.000Z,22.47,3.89,12.56,9.93,11.9,0.46,11.27,19.85,0,0,62,2,0,5
2019-02-27T00:00:00.000Z,14.78,2.82,8.15,6.69,9.17,0.4,10.43,23.58,0,0.01,64,2,0,5
2019-02-28T00:00:00.000Z,20.92,3.23,13.32,9.81,9.1,0.56,15.85,25.36,0,0.01,60,2,0,5
2019-03-02T00:00:00.000Z,23.72,2.9,8.11,6.76,10.79,0.44,8.55,27.48,0,0,63,2,0,5
2019-03-03T00:00:00.000Z,22.49,5.46,12,10.75,11.3,0.43,5.49,23.63,0,0,57,2,0,5
2019-03-04T00:00:00.000Z,21.59,2.9,10.62,8.02,11.85,0.41,11.52,19.77,0,0,54,2,0,5
2019-03-05T00:00:00.000Z,34.44,3.11,13.02,9.5,12.13,0.5,14.74,33.17,0,0.01,61,2,0,5
2019-03-08T00:00:00.000Z,16.39,2.15,8.68,6.38,11.34,0.62,10.98,31.2,1.7,4.48,92,2,0,5
2019-03-09T00:00:00.000Z,12.88,2.82,9.92,7.57,11.03,0.69,12.43,29.66,1.38,5.33,86,2,0,5
2019-03-10T00:00:00.000Z,10.66,4.02,8.02,7.5,9.45,0.35,12.07,22.33,1.05,4.23,56,2,0,5
2019-03-11T00:00:00.000Z,12.77,2.6,8.45,6.56,8.86,0.53,14.06,22.67,0.95,3.31,78,2,0,5
2019-03-12T00:00:00.000Z,27,5.03,15.67,12.51,9.74,0.41,13.33,27.15,1.01,6.81,74,2,0,5
2019-03-13T00:00:00.000Z,32.79,4.4,17.4,12.91,11.1,0.4,9.21,31.25,0.86,4.9,97,2,0,5
2019-03-17T00:00:00.000Z,40.08,6.5,14.86,12.92,11.63,0.58,7.89,28.04,1.74,9.37,98,2,0,5
2019-03-19T00:00:00.000Z,22.09,2.18,9.6,6.94,6.44,0.68,9.51,29.78,1.87,3.29,85,2,0,5
2019-03-20T00:00:00.000Z,25.39,2.04,7.75,5.44,7.63,0.7,9.14,32.42,4.88,2.68,85,2,0,5
2019-03-21T00:00:00.000Z,21.71,1.13,6.24,4.23,7.09,0.5,7.63,36.81,1.7,2.82,60,2,0,5
2019-03-22T00:00:00.000Z,23.56,2.86,12.03,8.56,5.6,0.53,10.27,29.46,1.18,3.57,56,2,0,5
2019-03-23T00:00:00.000Z,23.68,9.37,14.63,15.49,5.75,0.53,8.61,29.24,1.4,4.5,67,2,0,5
2019-03-24T00:00:00.000Z,17.99,2.41,8.02,5.87,6.06,0.47,9.11,29.02,1.46,3.2,79,2,0,5
2019-03-25T00:00:00.000Z,17.03,2.89,10.15,7.82,5.53,0.5,13.84,21.8,1.51,3.77,45,1,0,5
2019-03-26T00:00:00.000Z,20.58,3.09,9.93,7.87,5.76,0.49,10.38,21.95,1.2,3.07,53,2,0,5
2019-03-27T00:00:00.000Z,24,2.23,10.84,7.69,7.15,0.54,12.07,32.91,1.09,3.83,69,2,0,5
2019-03-28T00:00:00.000Z,27.44,3.41,12.49,9.43,6.62,0.54,12.69,28.07,1.18,3.54,65,2,0,5
2019-03-29T00:00:00.000Z,24.11,2.56,9.81,7.4,6.81,0.45,8.19,30.44,1.08,2.73,78,2,0,5
2019-03-30T00:00:00.000Z,28.43,1.74,9.49,6.53,8.36,0.56,17.06,42.66,1.26,2.14,83,2,0,5
2019-03-31T00:00:00.000Z,33,1.11,9.26,5.64,7.66,0.58,16.56,34.64,0.69,3.43,64,2,0,5
2019-04-02T00:00:00.000Z,30.05,1.54,8.62,5.72,6.27,0.71,14.7,31.67,1.13,2.43,92,2,0,5
2019-04-03T00:00:00.000Z,20.75,1.4,5.59,4.08,6.03,0.48,9.15,25.97,1.09,1.72,58,2,0,5
2019-04-04T00:00:00.000Z,13.97,3.77,7.21,6.99,5.55,0.64,10.24,20.32,1.33,2.13,76,2,0,5
2019-04-05T00:00:00.000Z,18.72,3.12,6.06,5.7,5.8,0.67,13.03,28.03,1.06,2.11,78,2,0,5
2019-04-06T00:00:00.000Z,22.07,2.2,5.25,3.94,6.21,0.62,12.96,40.3,0.51,2.03,91,2,0,5
2019-04-08T00:00:00.000Z,13.49,1.45,4.2,3.38,4.21,0.57,12.69,22.15,0.69,1.25,75,2,0,5
2019-04-09T00:00:00.000Z,20.68,1.56,4.48,3.53,4.22,0.63,10.9,26.79,0.71,1.43,73,2,0,5
2019-04-11T00:00:00.000Z,15.91,0.46,2.04,0.86,3.7,0.4,13.09,33.05,0.63,1.54,64,2,0,5
2019-04-12T00:00:00.000Z,17.24,2.53,5.32,4.04,3.95,0.58,14.02,30.87,0.78,2.17,80,2,0,5
2019-04-13T00:00:00.000Z,25.87,2.4,9.61,6.54,3.98,0.39,11.84,46.66,0.67,2.74,85,2,0,5
2019-04-14T00:00:00.000Z,15.77,1.12,6.04,4.03,3.86,0.36,14.45,28.78,0.62,1.37,80,2,0,5
2019-04-15T00:00:00.000Z,23.75,1.94,11.38,7.46,3.49,0.64,18.42,19.94,0.33,2.13,84,2,0,5
2019-04-16T00:00:00.000Z,25.36,2.19,20.61,12.25,4.81,0.65,22.54,20.53,0.67,2.07,79,2,0,5
2019-04-17T00:00:00.000Z,32.7,2.19,17.13,10.91,7.6,0.54,15.71,25.28,0.52,2.02,91,2,0,5
2019-04-18T00:00:00.000Z,20.21,2.65,13.78,9.52,6.54,0.51,10.6,26.51,0.16,3.11,79,2,0,5
2019-04-19T00:00:00.000Z,11.55,3.35,13.27,9.6,7.05,0.59,12.58,26.46,0.19,2.64,82,2,0,5
2019-04-20T00:00:00.000Z,9.39,2.81,12.29,8.89,4.58,0.35,17.07,24.65,0.27,2.25,45,1,0,5
2019-04-21T00:00:00.000Z,9.77,1.48,12.59,7.81,3.34,0.32,21.81,28.75,0.01,2.55,41,1,0,5
2019-04-22T00:00:00.000Z,21.38,2.29,19.85,11.65,4.32,0.48,23.3,39.42,0.39,2.28,78,2,0,5
2019-04-24T00:00:00.000Z,17.58,2.68,18.08,11.89,4.04,0.48,12.66,27.14,0.25,2.73,73,2,0,5
2019-04-25T00:00:00.000Z,28.05,4.67,18.74,13.85,6.85,0.48,12.78,25.81,0.24,1.43,71,2,0,5
2019-04-26T00:00:00.000Z,27.98,2.79,18.31,12.1,8.01,0.51,8.71,34.54,0.19,1.79,79,2,0,5
2019-04-27T00:00:00.000Z,23.32,1.97,16.88,10.58,5.65,0.66,16.4,34.16,0.38,1.13,78,2,0,5
2019-04-28T00:00:00.000Z,15.52,2.16,15.11,9.79,4.67,0.42,13.67,23.72,0.11,1.33,57,2,0,5
2019-04-29T00:00:00.000Z,12.11,2.1,15.46,9.94,4.07,0.31,12.72,23.43,0.06,1.73,46,1,0,5
2019-04-30T00:00:00.000Z,19.03,1.99,19.23,11.85,4.84,0.4,13.57,35.2,0.05,1.84,58,2,0,5
2019-05-01T00:00:00.000Z,27.18,2.87,23.54,14.82,3.53,0.64,26.8,38.05,0.45,2.85,83,2,0,5
2019-05-16T00:00:00.000Z,41.62,1.93,20.32,12.54,4.91,0.53,21.47,43.36,0.23,2.08,92,2,0,5
2019-05-17T00:00:00.000Z,43.1,2,21.71,13.26,5.96,0.67,24.72,42.13,0.31,1.77,88,2,0,5
2019-05-18T00:00:00.000Z,35.3,0.8,17.33,9.84,4.32,0.47,17.09,44.47,0.06,1.16,95,2,0,5
2019-05-19T00:00:00.000Z,40.35,0.91,18.93,10.8,4.17,0.53,23.95,45.97,0.06,1.32,93,2,0,5
2019-05-21T00:00:00.000Z,24.95,1.86,20.68,12.51,3.36,0.49,16.73,19.84,0.1,1.17,80,2,0,5
2019-05-23T00:00:00.000Z,30.42,1.27,16.96,10.05,3.25,0.72,13.67,30.35,0.21,1.02,99,2,0,5
2019-05-24T00:00:00.000Z,36.5,1.5,17.83,10.77,3.8,0.63,14.71,37.15,0.17,1.46,99,2,0,5
2019-05-26T00:00:00.000Z,40.51,0.71,16.93,9.55,3.35,0.51,14.62,54.63,0.14,1.55,99,2,0,5
2019-05-28T00:00:00.000Z,36.31,1.47,18.03,10.88,4.47,0.52,17.79,42.23,0.14,1.09,85,2,0,5
2019-05-29T00:00:00.000Z,38.7,1.45,16.29,9.94,4.22,0.48,15.76,42.04,0.14,1.06,83,2,0,5
2019-05-30T00:00:00.000Z,33.52,2.11,26.44,15.85,3.85,0.57,19.96,45.17,0.23,2.96,83,2,0,5
2019-05-31T00:00:00.000Z,36.8,0.97,17.39,10.05,4.06,0.51,14.55,48.97,0.03,1.06,74,2,0,5
2019-06-03T00:00:00.000Z,31.52,1.39,20.17,11.91,4,0.45,18.1,43.53,0.13,1.09,80,2,0,5
2019-06-05T00:00:00.000Z,36.24,0.66,19.93,10.94,4.56,0.46,21.35,54.64,0.06,1.09,91,2,0,5
2019-06-06T00:00:00.000Z,24.16,1.81,26.79,9.83,12.18,0.53,26.62,41.27,0.28,1.46,78,2,0,5
2019-06-07T00:00:00.000Z,23.12,1.52,24.2,13.97,5.86,0.52,23.46,56.71,0.15,1.38,65,2,0,5
2019-06-08T00:00:00.000Z,31.95,2.87,26.2,16.27,7.52,0.58,17.18,55.48,0.03,1.32,71,2,0,5
2019-06-09T00:00:00.000Z,26.02,0.73,20.95,11.65,5.5,0.52,15.99,75.1,0.07,1.06,90,2,0,5
2019-06-10T00:00:00.000Z,22.19,2.62,25.07,15.42,5.06,0.5,18.35,62.52,0.13,1.19,78,2,0,5
2019-06-11T00:00:00.000Z,13.91,3.61,24.16,15.86,4.78,0.37,14.02,44.59,0.08,1.26,61,2,0,5
2019-06-12T00:00:00.000Z,11.81,5,29.99,20.12,4.69,0.34,13.82,41.43,0.09,1.65,50,1,0,5
2019-06-13T00:00:00.000Z,10.02,4.88,33.11,21.72,3.35,0.49,17.28,38.1,0.2,2.31,42,1,0,5
2019-06-14T00:00:00.000Z,9.55,3.23,24.02,15.47,2.09,0.36,16.48,32.84,0.27,1.13,38,1,0,5
2019-06-15T00:00:00.000Z,17.42,1.53,18.88,11.36,3.49,0.38,14.79,38.49,0.08,0.96,54,2,0,5
2019-06-16T00:00:00.000Z,19.25,0.8,18.26,10.36,2.01,0.31,9.68,47.37,0.22,1.39,75,2,0,5
2019-06-17T00:00:00.000Z,23.99,3.71,28.19,18.1,4.94,0.49,14.94,30.27,0.18,3.67,72,2,0,5
2019-06-18T00:00:00.000Z,23.62,7.98,36.52,26.01,2.85,0.46,13.66,30.54,0.27,3.55,59,2,0,5
2019-06-19T00:00:00.000Z,21.28,2.87,27.95,16.23,4.57,0.44,18.83,38.25,0.27,3.08,77,2,0,5
2019-06-20T00:00:00.000Z,14.03,3.87,25.45,16.74,4.45,0.45,18.94,34.87,0.28,1.73,59,2,0,5
2019-06-21T00:00:00.000Z,17.9,2.87,29.14,17.92,4.79,0.57,16.39,32.98,0.18,2.02,42,1,0,5
2019-06-22T00:00:00.000Z,17.07,1.54,25.75,15.04,5.54,0.5,16.01,36.19,0.04,1.81,46,1,0,5
2019-06-23T00:00:00.000Z,13.45,1,24.16,13.66,4.77,0.46,14.9,40.53,0.06,1.31,48,1,0,5
2019-06-24T00:00:00.000Z,15.93,1.43,20.53,12.15,5.4,0.43,16.53,42.92,0.11,1.04,53,2,0,5
2019-06-25T00:00:00.000Z,19.8,2.36,30.66,18.32,4.41,0.76,14.36,38.26,0.08,2.31,78,2,0,5
2019-06-26T00:00:00.000Z,21.45,4.83,36.24,23.3,4.23,0.73,17.88,24.68,0.08,2.16,74,2,0,5
2019-06-27T00:00:00.000Z,12.45,3.08,26.62,16.74,3.09,0.53,17.43,27.85,0.1,1.04,70,2,0,5
2019-06-28T00:00:00.000Z,9.57,2.1,22,13.49,3.36,0.36,19.5,32.37,0.07,0.44,42,1,0,5
2019-06-29T00:00:00.000Z,8.23,1.72,20.71,12.5,2.82,0.32,18.01,32.91,0.05,0.23,40,1,0,5
2019-06-30T00:00:00.000Z,11.55,1.2,22.16,12.76,2.1,0.35,17,40.21,0.03,0.41,46,1,0,5
2019-07-01T00:00:00.000Z,13.4,4.39,29.37,19.27,2.9,0.42,16.27,29.58,0.11,0.91,39,1,0,5
2019-07-02T00:00:00.000Z,12.05,6.49,29.88,21.26,2.4,0.59,13.78,23.41,0.07,0.72,66,2,0,5
2019-07-03T00:00:00.000Z,14.54,7.23,30.62,22.26,2.68,0.61,12.6,27.29,0.09,0.67,68,2,0,5
2019-07-04T00:00:00.000Z,8.4,11.11,30.36,25.27,2.7,0.57,14.32,26.69,0.27,0.83,68,2,0,5
2019-07-05T00:00:00.000Z,10.31,8.27,25.22,20.23,2.46,0.62,16.24,22.99,0.23,1.38,70,2,0,5
2019-07-06T00:00:00.000Z,13.91,2.55,18,11.62,3.43,0.58,18.86,26.64,0.21,0.49,72,2,0,5
2019-07-07T00:00:00.000Z,15.17,0.93,18.2,10.43,1.28,0.39,23.12,30.24,0.09,0.56,43,1,0,5
2019-07-08T00:00:00.000Z,13.1,2.64,22.88,14.4,1.91,0.33,17.88,25.83,0.17,0.97,35,1,0,5
2019-07-09T00:00:00.000Z,11.3,4.61,23.47,16.32,1.62,0.28,17.09,27.47,0.11,0.82,37,1,0,5
2019-07-10T00:00:00.000Z,13.03,5.45,25.64,18.15,2.13,0.51,20.09,32.1,0.15,1.14,75,2,0,5
2019-07-11T00:00:00.000Z,11.17,5.24,26.2,18.29,2.44,0.34,23.89,26.88,0.2,1.2,40,1,0,5
2019-07-12T00:00:00.000Z,11.65,5.28,22.68,16.42,2.06,0.56,22.58,25.94,0.15,2.15,70,2,0,5
2019-07-13T00:00:00.000Z,17.22,1.25,4.58,3.13,3.6,0.42,14.79,36.77,0.2,1.3,48,1,0,5
2019-07-14T00:00:00.000Z,12.68,0.74,3.7,2.34,2.84,0.4,15.89,31.62,0.03,0.56,41,1,0,5
2019-07-15T00:00:00.000Z,10.73,2.92,9.95,7.26,2.99,0.36,16.35,32.13,0.12,1.45,48,1,0,5
2019-07-16T00:00:00.000Z,14.44,4.68,17.05,12.96,2.72,0.47,15.46,27.69,0.18,2.6,39,1,0,5
2019-07-17T00:00:00.000Z,21.86,4.74,19.35,14.24,5.9,0.45,19.19,31.87,0.44,16.07,55,2,0,5
2019-07-18T00:00:00.000Z,16.18,3.29,16.01,11.13,5.05,0.43,12.93,35.8,0.18,2.28,53,2,0,5
2019-07-19T00:00:00.000Z,22.28,2.14,13.16,8.82,6.07,0.54,20.51,33.08,0.08,1.4,46,1,0,5
2019-07-20T00:00:00.000Z,11.14,1.11,5.65,3.93,5.5,0.44,13.82,37.65,0.05,1.13,47,1,0,5
2019-07-21T00:00:00.000Z,14.72,1.25,4.64,3.56,4.81,0.49,9.71,34.63,0.03,0.98,45,1,0,5
2019-07-22T00:00:00.000Z,12.89,2.53,9.64,7.23,4.25,0.5,15.68,29.49,0.09,1.26,39,1,0,5
2019-07-23T00:00:00.000Z,13.53,8.56,12.71,13.79,3.87,0.42,15.77,22.09,0.09,0.98,35,1,0,5
2019-07-26T00:00:00.000Z,7.48,4.57,10.04,8.96,3.4,0.38,12.51,20.01,0.09,0.96,35,1,0,5
2019-07-27T00:00:00.000Z,12.52,1.4,3.94,2.89,3.12,0.55,14.14,22.33,0.13,0.94,65,2,0,5
2019-07-28T00:00:00.000Z,13.25,0.65,2.08,1.4,2.17,0.33,12.58,22.05,0,0.38,36,1,0,5
2019-07-29T00:00:00.000Z,10.89,5.81,11.39,9.53,2.47,0.56,21.15,19.61,0.1,0.84,68,2,0,5
2019-07-30T00:00:00.000Z,8,5.36,10.03,9.41,1.87,0.31,14.72,22.5,0.19,0.98,28,1,0,5
2019-07-31T00:00:00.000Z,10.62,2.17,4.4,4.19,2.59,0.38,11.66,24.46,0.2,0.88,29,1,0,5
2019-08-01T00:00:00.000Z,8.71,1.77,4.43,3.76,2.43,0.39,13.83,20.11,0.06,0.5,34,1,0,5
2019-08-02T00:00:00.000Z,6.85,1.61,1.52,1.86,2.44,0.46,13.29,18.07,0.04,0.26,68,2,0,5
2019-08-03T00:00:00.000Z,9.31,1.48,3.35,2.36,4.4,0.32,11.83,20.23,0.09,0.36,24,1,0,5
2019-08-04T00:00:00.000Z,9.09,1.68,4.02,3.51,6.13,0.34,10.88,23.92,0.19,0.4,27,1,0,5
2019-08-05T00:00:00.000Z,7.53,2.74,6.1,5.55,6.38,0.34,26.08,26.62,0.35,0.49,31,1,0,5
2019-08-06T00:00:00.000Z,6.89,2.96,6.48,5.95,6.28,0.34,13.35,21.06,0.06,0.61,32,1,0,5
2019-08-07T00:00:00.000Z,7.35,3.22,6.38,6.1,6.23,0.46,11.57,21.64,0.22,0.5,66,2,0,5
2019-08-08T00:00:00.000Z,7.45,3.47,7.66,6.99,6.31,0.27,11.94,22.68,0.29,0.5,27,1,0,5
2019-08-09T00:00:00.000Z,10.88,3.17,10.11,8.05,6.98,0.41,11.86,22.62,0.12,1.08,32,1,0,5
2019-08-10T00:00:00.000Z,13.49,2.45,7.57,6.12,7.17,0.5,19.01,27.18,0.29,0.78,70,2,0,5
2019-08-11T00:00:00.000Z,16.6,2.07,6.74,5.37,6.66,0.6,15.64,31.28,0.28,0.94,76,2,0,5
2019-08-12T00:00:00.000Z,18.19,1.89,7.45,5.5,6.45,0.32,12.44,25.4,0.37,0.73,49,1,0,5
2019-08-15T00:00:00.000Z,24.56,2.23,9.16,6.49,14.56,0.58,18.9,33.97,0.19,1.87,51,2,0,5
2019-08-16T00:00:00.000Z,15.75,2.8,9.34,7.33,12.08,0.4,28.32,36.06,0.16,1.66,49,1,0,5
2019-08-17T00:00:00.000Z,17.54,2.74,9.58,7.48,13.57,0.42,20.69,28.25,0.28,3.35,40,1,0,5
2019-08-28T00:00:00.000Z,15.8,3.71,12.43,9.71,14.64,0.62,11.3,36.47,0.12,0.95,92,2,0,5
2019-08-29T00:00:00.000Z,14.98,4.5,13.97,11.18,15.31,0.47,14.17,29.78,0.12,0.75,47,1,0,5
2019-08-30T00:00:00.000Z,10.11,23.03,14.19,14.12,24.24,0.45,16.84,23.09,0.13,0.99,37,1,0,5
2019-10-08T00:00:00.000Z,23.31,2.21,12.18,8.29,17.46,0.55,18.77,31.69,0.05,1.04,50,1,0,5
2019-10-09T00:00:00.000Z,27.63,3.3,11.48,8.92,17.92,0.89,18.89,31.23,0.15,1.48,78,2,0,5
2019-10-10T00:00:00.000Z,21.05,5.93,14.29,12.62,11.94,0.7,12.85,24.81,0.16,2.59,45,1,0,5
2019-10-11T00:00:00.000Z,18.12,5.09,11.78,10.49,12.69,0.46,14.24,17.41,0.12,2.45,43,1,0,5
2019-10-12T00:00:00.000Z,7.09,2.65,7.41,6.2,10.75,0.65,13.87,29.37,0.14,1.13,72,2,0,5
2019-10-13T00:00:00.000Z,7.08,3.19,7.96,6.83,9.64,0.45,13.99,26.75,0.05,1.45,46,1,0,5
2019-10-14T00:00:00.000Z,9.79,3.35,11.9,9.14,8.4,0.65,14.02,30.06,0.08,1.85,74,2,0,5
2019-10-15T00:00:00.000Z,32.29,2.67,12.02,8.66,12.43,0.72,15.53,47.76,0.37,4.97,55,2,0,5
2019-10-16T00:00:00.000Z,40,3.08,13.18,9.6,12.31,0.64,15.3,51.95,0.34,4.49,72,2,0,5
2019-10-17T00:00:00.000Z,19.31,5.32,13.02,11.34,10.32,0.52,11.22,28.81,0.26,4.8,51,2,0,5
2019-10-18T00:00:00.000Z,9.48,3.47,11.3,8.92,9.41,0.58,12.14,27.95,0.13,2.5,43,1,0,5
2019-10-19T00:00:00.000Z,13.78,3.08,10.61,8.24,10.25,0.47,11.83,29.61,0.21,3.14,41,1,0,5
2019-10-20T00:00:00.000Z,8.12,1.93,7.85,5.75,8.66,0.53,11.39,34.36,0.08,2,52,2,0,5
2019-10-21T00:00:00.000Z,9.99,3.25,12.56,9.33,8.36,0.72,8.72,29.54,0.2,3.97,72,2,0,5
2019-10-22T00:00:00.000Z,9.29,8.72,16.43,15.93,7.32,0.59,11.26,25.66,0.25,2.18,44,1,0,5
2019-10-23T00:00:00.000Z,11.75,3.84,13.51,10.4,8.03,0.72,10.68,23.48,0.15,1.74,71,2,0,5
2019-10-24T00:00:00.000Z,7.14,4.15,11.84,9.76,7.79,0.5,8.21,28.73,0.19,1.11,40,1,0,5
2019-10-25T00:00:00.000Z,7.53,3.75,10.7,8.83,7.21,0.46,5.29,25.04,0.14,1.46,39,1,0,5
